,Bachelor_s,total_popu,Per_capita,Median_num,Median_val,All_famili,Unemployme,vegetation,Median_fam,impervious,Bachelor_p
1898,36.4,1708,47856,3.3,0,328,2.5,0.7173913,37962,86.608696,2.131148
1899,22.1,6980,42057,3.7,89200,1610,22.1,1.89333333,42717,68.786667,0.3166189
1900,22.8,7586,22543,4.2,158600,1379,6.9,17.28762542,34649,62.705686,0.3005537
1901,25.1,2526,13729,4,196700,485,8.6,2.79166667,35606,82.416667,0.9936659
1902,0,1580,21321,0,0,0,90.7,6.10066556,0,54.175125,0
1903,13.3,4246,18822,3.8,772700,657,24.8,4.79661017,36122,78.440678,0.313236
1904,0,6631,13633,4,0,1588,3.5,9.95,22695,39.595833,0
1905,16.8,15899,19152,4.2,218500,2971,7.3,0,33574,92.174468,0.105667
1906,7.7,1200,28823,3.9,54800,231,33.3,2.74242424,48264,90.318182,0.6416667
1907,45.8,5472,15134,3.8,595800,894,11.7,20.48648649,46202,57.652807,0.8369883
1908,12.3,9388,16123,4.1,0,1844,10,0,25049,91.362573,0.1310183
1909,48.4,7526,22784,4.1,355700,1497,24.9,1.65909091,48466,86.7,0.6431039
1910,12.3,2328,41343,3.6,0,390,19.6,0.66666667,39000,85.098039,0.5283505
1911,23.7,9197,65659,3.9,478100,1709,11.4,0,30042,90.076531,0.2576927
1912,36.4,3483,62136,4,572000,825,13.2,34.40397351,106500,27.07947,1.045076
1913,8.8,7877,23076,3.7,0,1211,6.8,4.14364641,31597,75.994475,0.1117177
1914,26,11289,17041,3.3,452900,2386,5.8,4.46153846,36948,81.810256,0.2303127
1915,12.9,7808,15857,3.4,0,1636,32.2,1.14074074,27181,89.311111,0.1652152
1916,12.6,4268,31397,3.7,558300,781,14.1,39.88034188,35433,31.940171,0.2952202
1917,62,2729,114004,3.3,846600,560,0,0.2,136205,83.338462,2.271894
1918,4,12189,11258,3.5,290000,2787,17.4,0,31781,90.690821,0.03281647
1919,17.4,9101,30478,3.4,0,1942,33.5,0,36076,90.781609,0.1911878
1920,1,8404,44551,3.3,373400,1552,19.6,5.84768212,49899,78.549669,0.0118991
1921,0,42,18041,0,0,0,0,50.80248092,0,16.80916,0
1922,16.9,4397,118379,3.4,299100,863,0,20.28571429,39375,64.44,0.384353
1923,10,9427,0,3.6,692000,2057,17.5,4.58858859,35000,68.570571,0.1060783
1924,57,7276,25617,3.2,1000000,1397,16.4,16.33221477,204375,59.768456,0.7833975
1925,11.2,4320,0,3.9,0,997,19.6,4.24167873,28227,79.400868,0.2592593
1926,41.1,8731,70638,3.1,643300,1547,23.5,0,205881,82.310345,0.4707365
1927,14.4,2506,25988,3.4,275700,398,3.7,35.86687307,83750,28.247678,0.5746209
1928,7.8,12744,18522,4.4,310700,3162,16.2,10.98715042,40741,59.685563,0.06120527
1929,5.6,3603,20535,5,449700,543,0,35.78046324,84464,30.868077,0.155426
1930,13.7,3608,24775,5.1,411900,1078,7.9,9.4,66304,54.669892,0.3797118
1931,37.1,2762,30965,5.4,527300,647,0,26.20951157,107167,23.366324,1.34323
1932,4.9,3116,31761,5.2,459700,839,0,7.92639594,55938,59.751269,0.1572529
1933,7.1,4725,29554,4.8,410600,1221,10,2.76755853,79112,60.150502,0.1502646
1934,4.1,4715,31138,4.9,343600,938,10,21.31698113,60880,53.649057,0.08695652
1935,5.4,4023,39032,5,393100,801,0,23.85414236,76842,47.308051,0.1342282
1936,17.5,3858,39395,5.1,516900,925,9.4,13.7182448,65844,58.906467,0.4536029
1937,0,3301,39990,4.7,447100,844,8.3,8.23289665,68250,62.414847,0
1938,85,4428,104381,3.1,654400,967,12,0.21428571,205795,80.421429,1.919603
1939,35.7,220,197008,3.3,453800,43,0,0,0,79.517949,16.22727
1940,53.6,7811,247852,2.9,1000000,1523,17.1,0.14795918,181771,81.091837,0.6862118
1941,84.6,266,173879,4,1000000,70,0,0,0,68.045977,31.80451
1942,92.9,1298,134510,3.6,961500,212,0,0,130875,78.505747,7.157165
1943,19.4,4055,28083,5,383600,1056,15.8,22.76161262,86616,39.832603,0.4784217
1944,0,0,32444,0,0,0,0,40.16444982,0,29.434099,0
1945,87.3,2618,56101,3.5,976600,376,12.9,0.07529412,172778,86.783529,3.334607
1946,10.9,3792,109609,3.4,1000000,651,10,3.44148936,195000,85.047872,0.2874473
1947,63,1199,107248,2.5,0,173,37.7,0,76500,82.75,5.254379
1948,56.8,2804,125693,2.8,1000000,671,24.3,0,172917,89.402778,2.025678
1949,9.2,2182,63780,4.4,1000000,552,13.4,1.68421053,0,76.684211,0.4216315
1950,12,7316,40258,5.3,444700,1832,2.5,7.51111111,85972,64.013333,0.1640241
1951,5.2,5442,37321,6,456700,1436,9.9,10.05877483,91520,61.107616,0.09555311
1952,39.4,1761,26572,6.2,430300,474,2.8,9.95252226,85982,65.379822,2.237365
1953,26.5,9150,24794,6.4,459800,2482,3,22.10953697,78750,41.262958,0.2896175
1954,25.6,6317,38385,6.6,625600,1803,11.2,31.8732334,91840,37.530621,0.4052557
1955,35.6,5583,33478,6.4,601400,1577,3.7,13.46060606,110880,53.659259,0.63765
1956,0,2650,31662,5.4,327300,699,3,10.55785124,54674,58.869146,0
1957,11.7,4183,39221,5.2,326900,954,14.3,9.98632219,62864,61.475684,0.2797036
1958,0.8,3386,34674,5,356100,861,1.1,4.61705686,80125,65.645485,0.0236267
1959,15.2,5461,110912,5,1000000,1507,0,2.28776978,234938,73.323741,0.2783373
1960,33.4,7162,85642,3.2,905200,1604,15.3,1.30456853,84356,69.42132,0.4663502
1961,47.8,9474,11122,3.5,949100,1837,4,14.94308943,119022,63.260163,0.5045387
1962,32.6,7954,21129,4.4,452900,1394,14.8,4.79716981,29343,79.976415,0.4098567
1963,0,0,15845,0,0,0,0,15.41441441,0,49.09009,0
1964,5.6,2506,41202,3.6,865800,434,2.1,0.59118457,56273,82.284848,0.2234637
1965,16.7,2779,24102,4.2,661600,703,6.3,5.68181818,27361,79.049242,0.6009356
1966,7.5,2663,25261,4.1,501700,692,22,1.69117647,43686,77.805147,0.2816373
1967,13.9,2080,22523,3.9,497300,533,34.1,0.13128492,38209,76.882682,0.6682692
1968,10.4,3295,31005,4.2,626600,710,11.1,0.57630691,24102,88.524452,0.3156297
1969,6.8,3926,26781,3.8,568700,790,8.2,11.28240741,54583,69.592593,0.1732043
1970,6.7,6200,19297,3.7,370100,1769,26.7,12.17832647,34158,57.463649,0.1080645
1971,5.4,5322,65804,3.9,725000,1252,18.3,0.73015873,35327,85.952381,0.1014656
1972,17,1824,32045,3.9,478600,385,3.8,0.34090909,54583,90.522727,0.9320175
1973,11.7,6255,46002,3,398000,1589,14.9,0.07287449,35938,89.109312,0.1870504
1974,5.5,5862,15947,3.6,212500,1165,11.4,0,38158,92.361111,0.09382463
1975,4.3,2077,14991,3.6,437300,403,0,6.15044248,26818,65.637168,0.2070294
1976,0,3956,18844,3.7,0,914,3.4,0,27880,94.253333,0
1977,7.2,5085,32955,4.1,417300,1143,23.5,2.02439024,25820,81.520325,0.1415929
1978,21.6,4723,14256,5.5,501700,1203,10.2,4.30985915,80404,72.288092,0.4573364
1979,35,5471,26182,3.8,254700,1297,6.1,27.08474576,105163,45.576271,0.6397368
1980,6.6,4372,10034,3.4,357500,928,11.1,0,27788,89.59434,0.1509607
1981,0,3916,17288,3.8,174200,882,0,0,32454,86.978261,0
1982,21.8,3573,16955,5.3,450600,724,8.1,2.12228261,73636,76.605978,0.6101315
1983,3.9,6904,16586,3.5,0,1633,24.3,0.88209607,27704,82.316594,0.05648899
1984,0,5791,11227,3.5,521300,1253,15.4,0,26269,90.779528,0
1985,1.6,3828,34590,3.8,261100,847,15.3,0.83040936,22857,83.269006,0.04179728
1986,12.4,2960,12035,4.8,422900,689,1.4,1.35443038,60139,82.851266,0.4189189
1987,0,5089,11460,4.1,0,1225,45.4,8.86046512,16530,64.604651,0
1988,6.3,4459,12628,4,0,886,0,0.63559322,17127,87.669492,0.1412873
1989,0,5456,10431,3.9,446800,1129,20,3.14012739,22405,75.942675,0
1990,4.2,3618,13371,3.8,0,741,17.8,1.01162791,31288,80.209302,0.1160862
1991,4.6,2946,21106,3.8,520200,614,7.3,0,34092,87.369048,0.1561439
1992,0,3934,12293,3.8,0,985,6.1,0,38685,90.285714,0
1993,0,6568,24066,3.9,578900,1652,9.7,7.22635135,30496,61.841216,0
1994,13.5,9094,11244,3.5,137600,2083,2.8,11.46759259,50697,57.791667,0.1484495
1995,15.2,6081,25009,3.4,122100,1317,11.3,13.55555556,55198,51.846561,0.2499589
1996,0,3309,12263,3.4,126200,831,0,15.88321168,44787,55.547445,0
1997,1.3,3669,19287,3.9,339700,879,9.7,3.86792453,35271,76.04717,0.035432
1998,10.6,3439,19136,3.6,0,794,0,0,26100,85.726027,0.3082291
1999,6.6,3754,14713,4.9,494600,787,0,5.52364865,64766,63.297297,0.1758125
2000,36.4,2037,43596,4.2,427400,449,0,41.81918819,139597,23.845018,1.786942
2001,55.8,3945,27547,4.4,486200,811,22.8,48.27485795,113324,19.823153,1.414449
2002,0,3908,44517,3.5,188100,860,14.4,1.2109375,26471,78.429688,0
2003,7.1,5350,21414,4.1,0,1284,14.3,0.63803681,22083,84.447853,0.1327103
2004,0,5594,14136,3.8,341500,1356,21.2,0.61006289,28175,80.597484,0
2005,6.6,4672,21843,3.4,359800,1069,13.8,0.13984169,35467,87.686016,0.1412671
2006,5.8,2323,43226,4.1,291700,406,0,49.77131783,122275,23.857881,0.2496771
2007,31.9,2353,17770,5.4,579700,614,6.3,25.81779661,118333,47.694915,1.355716
2008,7,7357,29709,4.9,356000,1629,19.3,7.13250518,50474,70.929607,0.09514748
2009,9.2,3299,11969,5.1,425700,735,7.3,2.66891892,83523,76.581081,0.2788724
2010,20.4,3893,5861,3.7,381400,879,18.5,2.53744493,37537,78.770925,0.5240175
2011,0,3709,22897,3.7,474100,927,8.5,0.70618557,48737,83.670103,0
2012,8.5,3617,38199,5,382200,860,10.5,7.38366337,73664,62.00495,0.2350014
2013,20.1,2569,14052,3.5,360000,468,13.9,2.84632035,25489,83.730519,0.7824056
2014,1.7,7599,12133,4.1,218500,1889,17.6,4.36380597,42180,77.733209,0.02237136
2015,1.5,5814,16865,4.1,0,1412,11.8,2.86243386,22118,82.497354,0.02579979
2016,4.5,6265,15302,4.1,377800,1218,4.9,0.87581699,30257,86.808151,0.07182761
2017,5.8,2557,23870,4.1,404300,572,17.8,1.54521277,43664,83.429521,0.2268283
2018,2.7,1512,29573,3.4,0,388,14.2,1.46757458,8542,83.768482,0.1785714
2019,6.6,4519,29189,3.7,0,962,4.8,0,32744,85.168919,0.14605
2020,10.3,2965,21865,3.3,311100,727,9.4,1.08130081,29836,80.98374,0.3473862
2021,4.5,2628,14552,4.7,403700,603,20.9,0.13984169,47870,87.097625,0.1712329
2022,2.7,4041,17842,3.6,371400,841,7.5,1.46969697,24821,81.034091,0.06681514
2023,9.9,3336,18280,6,449700,745,1.3,19.46362649,75946,56.628664,0.2967626
2024,0,3305,15802,3.9,0,798,16.2,0.96202532,22576,77.898734,0
2025,18.2,7666,38501,6.2,459000,2094,6.9,7.87649402,97500,66.835857,0.2374119
2026,17.8,4860,41766,6,500200,1285,7.2,15.56977386,100088,49.565361,0.3662551
2027,21.6,5796,33233,5.8,449100,1482,4,8.58352579,88859,62.713626,0.3726708
2028,32.8,3938,30713,5.6,366600,951,14.2,35.55756141,96125,28.444806,0.8329101
2029,18.8,6097,26425,4.2,285200,1672,5.4,5.59034653,69600,76.561881,0.3083484
2030,29.3,2106,32282,6.8,689800,458,0,50.81298788,105781,6.49045,1.391263
2031,12.8,2712,0,5.7,363900,738,9.4,14.33935249,87531,19.864204,0.4719764
2032,14.3,7405,47882,6.1,486500,2043,2.5,17.86808322,83680,50.810093,0.1931128
2033,11.7,5061,34414,4.8,351700,1242,1.2,1.87939698,71816,70.354271,0.2311796
2034,0,2916,32828,4.2,344600,837,22.9,7.17249417,34229,62.375291,0
2035,0,1106,31336,4.6,186600,335,9.9,21.63303403,30074,37.310019,0
2036,0,712,31383,4.9,0,178,15,21.991133,52536,41.083744,0
2037,9.6,2725,0,4.8,361100,681,12.3,8.26149425,79141,65.606322,0.3522936
2038,13.4,4426,32386,6.1,540200,1137,3.7,39.09657948,83947,28.645875,0.3027564
2039,25,5788,12488,6.2,468100,1587,12.5,0.35423729,87370,76.937288,0.4319281
2040,3.1,6293,23014,4.8,425300,1572,2.8,12.39986043,82939,42.281228,0.04926108
2041,16.5,6006,30875,3.1,575100,1244,7.2,0.78476821,78147,87.036424,0.2747253
2042,36.2,7675,187314,3.1,968800,1728,11.8,1.45851528,27169,87.048035,0.4716612
2043,33.8,8232,26204,3.1,1000000,1338,7.7,4.19277108,38788,85.823293,0.4105928
2044,3.4,4872,78740,4.2,0,1147,18.2,4.65467626,19852,60.661871,0.06978654
2045,24.7,9543,69758,2.9,617000,871,0,0.5,107500,89.96,0.2588285
2046,26.1,6874,12202,3.7,167900,1682,0,3.26519337,41250,78.895028,0.3796916
2047,83.1,1944,36559,3.2,866100,297,5.3,0.20634921,128654,88.746032,4.274691
2048,16.8,5658,54503,4.1,0,1478,10.6,2.44221106,21710,63.457286,0.2969247
2049,21.9,4052,25415,3.6,470000,802,20.2,2.64957265,33672,82.598291,0.5404738
2050,27.3,4377,23966,3.5,760400,932,19.4,1.51304348,56632,82.904348,0.6237149
2051,16.3,1238,58954,3.5,585100,298,0,0.66666667,79271,80.202899,1.31664
2052,31.6,7409,43058,3.6,480700,1472,9.2,0.81372549,34921,84.872549,0.4265083
2053,16.5,5841,68092,3,602000,1132,13.7,0.97666667,33659,83.286667,0.2824859
2054,66.1,4215,52061,2.8,765200,434,15,0.31884058,49200,89.384058,1.568209
2055,9.4,2701,59930,3.1,1000000,289,5.3,5.81497797,96348,79.572687,0.3480193
2056,95,5262,55053,3.8,1000000,1279,11.5,0,0,88.970976,1.805397
2057,39.9,3266,54308,3.3,443900,650,8.1,6.10091743,23600,75.12844,1.221678
2058,56.3,8407,49102,2.9,652900,864,4.8,0,87526,90.938326,0.66968
2059,50,5155,59939,3.6,1000000,1239,5.2,0.93714286,115521,87.6,0.9699321
2060,14.6,5045,123774,3,1000000,481,0,0,182344,92.010204,0.2893954
2061,63.2,4308,105696,3.1,872100,610,6.4,0.69642857,44188,91.505952,1.467038
2062,0,0,93283,0,0,0,0,6.85964912,0,73.614035,0
2063,66.7,1010,91203,3.4,1000000,218,8.6,0,116417,96.385965,6.60396
2064,57,2397,98504,3.3,1000000,452,0,0,157660,95.128342,2.377972
2065,72.5,4544,134136,2.8,1000000,610,0,0.37444934,0,94.136564,1.595511
2066,53.1,4533,141093,3,718200,612,0,0,192981,90.607527,1.17141
2067,62.7,5060,127749,3.3,854000,806,38.4,8.01438849,143403,67.107914,1.23913
2068,83.5,2734,124636,2.6,1000000,413,55.1,6.34183673,193641,71.918367,3.054133
2069,54.4,2928,68594,3.3,1000000,606,0,0,119180,88.982906,1.857923
2070,84.6,3006,77307,2.7,1000000,523,25,0.11458333,0,90.817708,2.814371
2071,41.4,5026,105307,3.6,0,1048,0,5.20149254,151267,65.507463,0.8237167
2072,8.6,4997,78176,2.9,914600,667,8,0.74050633,221213,87.537975,0.1721033
2073,17.6,4559,64513,3.2,0,519,22.8,0.49390244,128750,80.545732,0.3860496
2074,43,7634,93256,2.9,750700,1342,0,0,119032,86.615,0.5632696
2075,32.2,6142,86437,2.9,913800,622,8.8,9.23214286,128077,75.678571,0.5242592
2076,47.5,5006,81492,2.7,784100,542,0,0.25668449,159079,85.529412,0.9488614
2077,31,6973,118703,2.8,782900,593,3.4,0,110109,88.233161,0.4445719
2078,16.5,2684,85775,3.3,1000000,459,0,0.48559671,163000,89.246914,0.6147541
2079,86.2,7977,97206,3,787800,1114,0,2.61734694,181316,81.443878,1.080607
2080,44.7,5987,132235,3.1,815300,801,6.5,0.95187166,225444,82.796791,0.7466177
2081,77.8,5774,87281,2.8,744400,867,14,0,124669,87.456044,1.347419
2082,21.3,6063,18542,4.5,477200,1160,12.9,0.7989418,27732,83.47619,0.3513112
2083,64.3,4554,93964,3,931700,860,16.7,0.3989071,183092,85,1.411946
2084,56.1,2065,123063,2.7,1000000,282,36.1,0,72951,83.097436,2.716707
2085,97.8,7640,114414,2.8,699200,1130,23.4,3.03045685,193839,77.385787,1.280105
2086,73.7,4607,96925,3.2,1000000,936,15.2,0.23202614,158256,88.006536,1.59974
2087,33.3,8799,83055,3,1000000,1568,15.7,0,141583,90.259067,0.3784521
2088,49.4,1885,149328,2.8,721900,243,6.9,5.48958333,156719,73.671875,2.62069
2089,51.3,7302,106690,3.2,719500,1127,0,0,173250,91.659459,0.7025472
2090,88.7,6747,113786,2.4,580100,1203,17.1,1.81,144116,78.325,1.314658
2091,82.9,7194,86860,2.9,689800,1190,2.7,1.19072165,194063,68.139175,1.152349
2092,70.1,1700,76837,2.8,689400,227,0,0,153304,73.201835,4.123529
2093,13,10583,112050,3.2,705700,2259,23.7,1.29145729,87222,74.100503,0.1228385
2094,0,33,51909,3.6,0,13,0,0,0,67.747059,0
2095,100,147,123604,2.7,14300,16,0,0,0,76.892308,68.02721
2096,92.5,7233,118398,3,760200,1122,19.4,0,197896,81.280612,1.278861
2097,75.2,4042,64676,2.8,1000000,445,3,0.03613369,0,90.260163,1.860465
2098,72,1826,70932,2.9,757800,249,12.5,0,160234,66.675393,3.943045
2099,78.6,225,172420,3.2,875000,82,0,0,42171,67.561856,34.93333
2100,56,1999,92881,2.3,379700,223,0,0,96250,88.362694,2.801401
2101,50,1021,109802,3.4,967400,227,0,0,94432,72.276042,4.89716
2102,24,1337,67636,4.1,1000000,351,0,0.93518519,220991,77.944444,1.795064
2103,34.2,2385,79738,3.3,1000000,512,0,0,206250,79.518182,1.433962
2104,28.2,2688,121316,2.9,927600,315,0,0,81667,90.44898,1.049107
2105,56.2,3535,126589,2.7,0,577,16.2,0,63824,94.086758,1.589816
2106,100,1071,197634,1.4,0,40,7.5,0,31579,68.693878,9.337068
2107,69.9,3282,87501,3.5,1000000,875,0,0.30569948,223542,76.440415,2.129799
2108,27.5,8288,118212,2.7,849000,1052,11.1,0,72021,86.823232,0.331805
2109,47.3,10397,56715,2.9,973000,2143,2.6,0.16230366,138879,80.120419,0.4549389
2110,47.2,6635,197213,2.9,583300,818,6.3,0.24102564,51364,85.45641,0.7113791
2111,42.5,5875,93584,4.4,1000000,1448,13.8,0,243500,78.383838,0.7234043
2112,66.9,5285,78322,3,823400,536,26.7,0,95132,86.637778,1.265847
2113,0,3693,62539,4.5,1000000,1007,0,2.33838384,0,75.767677,0
2114,50.3,9869,61664,2.8,585300,1686,9.1,0.62443439,146742,76.461538,0.5096768
2115,55.4,5226,100867,3,730000,690,4,0,87679,86.316062,1.060084
2116,74.7,11195,119402,3,694600,2284,18.4,0,163688,80.763547,0.6672622
2117,38.2,6053,94451,2.9,354500,952,4.4,1.1637931,38527,83.172414,0.631092
2118,53.2,6977,142261,3.1,969700,1410,0,1.57936508,177576,66.714286,0.7625054
2119,64.9,7633,108768,3.9,1000000,1976,15,0,238699,82.363636,0.8502555
2120,0,4,115857,0,0,0,0,45.3733873,0,16.019985,0
2121,34.3,4956,83502,3.4,756100,1251,5.6,0.45679012,200893,81.074074,0.6920904
2122,8.9,5460,110199,3.2,1000000,988,20.9,1.88717949,207045,73.625641,0.1630037
2123,60.6,4404,156754,2.9,1000000,780,8.6,0,166429,88.26506,1.376022
2124,93.1,2933,135575,3.7,1000000,787,0,0,219028,83.711864,3.174224
2125,78.2,7125,148742,3.4,1000000,1647,7.3,0,182303,80.907143,1.097544
2126,16.1,5897,70120,3.4,1000000,1368,0,0.07692308,249167,81.215385,0.2730202
2127,39.3,7480,60857,3.4,1000000,1514,17.6,4.11382114,55272,79.902439,0.5254011
2128,81.3,14969,30470,3.1,558200,3350,21,3.07106599,120491,75.294416,0.5431225
2129,67.2,10244,101157,3,648100,2356,34.2,5.36363636,203192,67.526316,0.6559938
2130,88.7,10123,110850,3.1,853800,1880,29.2,0,206324,80.118227,0.8762225
2131,31.8,5585,185812,3.8,1000000,1129,6.7,0,0,80.435714,0.5693823
2132,54.4,8621,103099,3.3,865300,1917,0,0.84455959,209405,80.549223,0.6310173
2133,39.8,3695,16391,5.5,1000000,1059,0,1.93571429,0,77.2,1.077131
2134,55.6,6563,35713,3.2,1000000,1220,7.8,2.57225434,202868,78.433526,0.8471735
2135,21.5,8993,114713,3.4,291700,1993,13.2,1.13311688,34737,62.318182,0.2390748
2136,21.1,7693,84034,3.2,502600,1490,5.3,0.81443299,31895,84,0.2742753
2137,65.3,6309,22463,4,1000000,1482,5.7,13.42465753,198750,67.123288,1.035029
2138,14.9,4974,103650,3.8,1000000,981,26.1,8.9321267,24500,68.294118,0.2995577
2139,3.7,7598,87569,3.6,444600,1764,19.4,5.48529412,47965,78.004902,0.04869703
2140,18.9,9441,24567,3.7,1000000,1753,0,12.51666667,178065,69.704167,0.2001907
2141,33.8,8968,90877,3.4,985300,2034,0,1.37373737,202926,75.186869,0.3768956
2142,49.4,2562,22896,3.8,0,425,15,4.0877193,26875,71.122807,1.928181
2143,30.5,10933,76015,3.7,1000000,2414,0,10.21991701,195587,70.012448,0.2789719
2144,21.3,9426,17614,3.6,854300,2199,10.7,1.01030928,82949,77.706186,0.2259707
2145,8.8,3931,62610,3.2,650000,803,6.4,1.42105263,34517,70.785965,0.2238616
2146,54.3,9267,18331,3.7,1000000,2056,13.1,0.78431373,112617,76.359477,0.5859501
2147,7.2,6553,70196,3.8,0,1383,3.6,2.1319797,25035,79.025381,0.1098733
2148,64.3,8382,16162,3.5,1000000,1780,14.5,12.41935484,120714,67.75,0.76712
2149,6.4,8274,62753,3.6,486600,1748,2.1,1.34517766,30952,73.994924,0.07735074
2150,44,5296,18901,3,850400,1051,0.5,7.60689655,164833,64.931034,0.8308157
2151,4.1,7245,30452,4,0,1302,14.4,9.23703704,19192,69.288889,0.05659075
2152,31,5570,70743,3,346700,1041,22.4,0,36559,88.4,0.556553
2153,1.2,4103,62464,4,0,968,21.2,3.22535211,19983,66.244131,0.02924689
2154,33.9,9305,18776,3.7,495700,1711,7.1,0.93908629,47357,87.883249,0.3643203
2155,5.5,6694,56017,3.8,366700,1420,17.8,0.48704663,17057,77.927461,0.08216313
2156,57.6,7911,42867,3.9,1000000,1634,15.6,16.30165289,114638,62.115702,0.7281001
2157,25.4,4245,46346,3.4,843800,650,14.5,0.44670051,33220,87.715736,0.598351
2158,58.2,898,42311,3,0,165,23.5,30.79087452,104444,43.973384,6.481069
2159,47.8,2202,44434,3.5,570000,370,9.2,2.98076923,55195,83.980769,2.170754
2160,28.1,3018,13445,3.9,1000000,601,10.1,0.46527778,53485,86.493056,0.9310802
2161,27,4203,26034,3.7,863200,963,4,0.4673913,47626,84.097826,0.6423983
2162,12.9,3368,35196,3.8,827400,213,26.5,2.86934673,42115,80.537688,0.3830166
2163,42.7,5532,25005,3.5,1000000,870,17.8,0.37724551,49231,84.143713,0.7718727
2164,2.7,3025,15922,3.5,562500,535,6.7,0.1746988,38000,84.451807,0.0892562
2165,8,3987,37441,4.1,106500,940,0,8.1,26504,72.392308,0.2006521
2166,3.9,7144,21533,3.9,27700,1664,14.1,2.44247788,42196,57.265487,0.05459127
2167,56.9,9709,30649,4,474400,1934,0,16.78092784,62046,59.636598,0.5860542
2168,26.1,4211,18663,3.1,556500,712,4.7,1.02040816,70643,77.428571,0.6198053
2169,48.1,2871,0,3,0,372,21.6,0.67549669,47321,73.324503,1.675374
2170,0,0,35810,0,0,0,0,17.10511364,0,62.545455,0
2171,17.3,7381,35815,3.7,650700,1445,19.2,0,44056,87.955665,0.2343856
2172,25.7,6089,34363,4.2,123900,1332,16.9,4.43973941,20793,79.345277,0.4220726
2173,5.4,2392,17546,3.4,533300,445,4.6,0.80909091,67829,85.063636,0.2257525
2174,16.9,3426,28440,3.3,0,655,13.5,0,19972,85.691176,0.4932866
2175,9.8,7344,30653,4,622000,1751,11.2,10.2,23885,69.576744,0.1334423
2176,23.6,4053,21914,3.5,965700,822,13.7,0,40774,86.070588,0.5822847
2177,17.6,5714,28510,3.6,487700,1175,16.7,0,42385,84.148515,0.3080154
2178,18.3,8340,14235,4.4,313700,1715,13.4,6.14655172,36446,75.887931,0.2194245
2179,23.3,9124,29263,3.5,850700,1497,6.6,1.96354167,31947,85.760417,0.2553705
2180,0.9,3563,23460,6.6,958000,758,1.3,13.38990826,107917,60.192661,0.02525961
